Week of Week Ending Date,Jurisdiction of Occurrence,All Cause
"May 31, 2015",Maryland,871
"June 7, 2015",Maryland,881
"June 14, 2015",Maryland,898
"June 21, 2015",Maryland,853
"June 28, 2015",Maryland,868
"July 5, 2015",Maryland,864
"July 12, 2015",Maryland,828
"July 19, 2015",Maryland,842
"July 26, 2015",Maryland,882
"August 2, 2015",Maryland,815
"August 9, 2015",Maryland,868
"August 16, 2015",Maryland,869
"August 23, 2015",Maryland,801
"August 30, 2015",Maryland,828
"September 6, 2015",Maryland,844
"September 13, 2015",Maryland,825
"September 20, 2015",Maryland,814
"September 27, 2015",Maryland,862
"October 4, 2015",Maryland,902
"October 11, 2015",Maryland,889
"October 18, 2015",Maryland,872
"October 25, 2015",Maryland,950
"November 1, 2015",Maryland,902
"November 8, 2015",Maryland,850
"November 15, 2015",Maryland,874
"November 22, 2015",Maryland,861
"November 29, 2015",Maryland,938
"December 6, 2015",Maryland,934
"December 13, 2015",Maryland,907
"December 20, 2015",Maryland,899
"December 27, 2015",Maryland,898
"January 3, 2016",Maryland,958
"January 10, 2016",Maryland,984
"January 17, 2016",Maryland,907
"January 24, 2016",Maryland,1011
"January 31, 2016",Maryland,995
"February 7, 2016",Maryland,1003
"February 14, 2016",Maryland,938
"February 21, 2016",Maryland,944
"February 28, 2016",Maryland,944
"March 6, 2016",Maryland,972
"March 13, 2016",Maryland,894
"March 20, 2016",Maryland,918
"March 27, 2016",Maryland,935
"April 3, 2016",Maryland,979
"April 10, 2016",Maryland,928
"April 17, 2016",Maryland,942
"April 24, 2016",Maryland,918
"May 1, 2016",Maryland,851
"May 8, 2016",Maryland,916
"May 15, 2016",Maryland,912
"May 22, 2016",Maryland,948
"May 29, 2016",Maryland,927
"June 5, 2016",Maryland,885
"June 12, 2016",Maryland,950
"June 19, 2016",Maryland,869
"June 26, 2016",Maryland,851
"July 3, 2016",Maryland,919
"July 10, 2016",Maryland,893
"July 17, 2016",Maryland,896
"July 24, 2016",Maryland,862
"July 31, 2016",Maryland,930
"August 7, 2016",Maryland,865
"August 14, 2016",Maryland,917
"August 21, 2016",Maryland,910
"August 28, 2016",Maryland,901
"September 4, 2016",Maryland,914
"September 11, 2016",Maryland,942
"September 18, 2016",Maryland,822
"September 25, 2016",Maryland,892
"October 2, 2016",Maryland,911
"October 9, 2016",Maryland,926
"October 16, 2016",Maryland,983
"October 23, 2016",Maryland,938
"October 30, 2016",Maryland,921
"November 6, 2016",Maryland,919
"November 13, 2016",Maryland,949
"November 20, 2016",Maryland,979
"November 27, 2016",Maryland,1010
"December 4, 2016",Maryland,927
"December 11, 2016",Maryland,929
"December 18, 2016",Maryland,1038
"December 25, 2016",Maryland,999
"January 1, 2017",Maryland,1030
"January 8, 2017",Maryland,1078
"January 15, 2017",Maryland,1089
"January 22, 2017",Maryland,992
"January 29, 2017",Maryland,1021
"February 5, 2017",Maryland,1036
"February 12, 2017",Maryland,1082
"February 19, 2017",Maryland,1075
"February 26, 2017",Maryland,998
"March 5, 2017",Maryland,983
"March 12, 2017",Maryland,952
"March 19, 2017",Maryland,1033
"March 26, 2017",Maryland,996
"April 2, 2017",Maryland,979
"April 9, 2017",Maryland,983
"April 16, 2017",Maryland,937
"April 23, 2017",Maryland,947
"April 30, 2017",Maryland,931
"May 7, 2017",Maryland,884
"May 14, 2017",Maryland,923
"May 21, 2017",Maryland,905
"May 28, 2017",Maryland,862
"June 4, 2017",Maryland,918
"June 11, 2017",Maryland,929
"June 18, 2017",Maryland,897
"June 25, 2017",Maryland,910
"July 2, 2017",Maryland,874
"July 9, 2017",Maryland,910
"July 16, 2017",Maryland,850
"July 23, 2017",Maryland,878
"July 30, 2017",Maryland,859
"August 6, 2017",Maryland,884
"August 13, 2017",Maryland,924
"August 20, 2017",Maryland,912
"August 27, 2017",Maryland,861
"September 3, 2017",Maryland,940
"September 10, 2017",Maryland,950
"September 17, 2017",Maryland,888
"September 24, 2017",Maryland,894
"October 1, 2017",Maryland,913
"October 8, 2017",Maryland,906
"October 15, 2017",Maryland,917
"October 22, 2017",Maryland,972
"October 29, 2017",Maryland,891
"November 5, 2017",Maryland,985
"November 12, 2017",Maryland,971
"November 19, 2017",Maryland,939
"November 26, 2017",Maryland,982
"December 3, 2017",Maryland,953
"December 10, 2017",Maryland,997
"December 17, 2017",Maryland,1056
"December 24, 2017",Maryland,1040
"December 31, 2017",Maryland,1107
"January 7, 2018",Maryland,1187
"January 14, 2018",Maryland,1095
"January 21, 2018",Maryland,1103
"January 28, 2018",Maryland,1014
"February 4, 2018",Maryland,1056
"February 11, 2018",Maryland,1058
"February 18, 2018",Maryland,1081
"February 25, 2018",Maryland,988
"March 4, 2018",Maryland,1000
"March 11, 2018",Maryland,1010
"March 18, 2018",Maryland,917
"March 25, 2018",Maryland,1003
"April 1, 2018",Maryland,937
"April 8, 2018",Maryland,1019
"April 15, 2018",Maryland,929
"April 22, 2018",Maryland,921
"April 29, 2018",Maryland,917
"May 6, 2018",Maryland,940
"May 13, 2018",Maryland,859
"May 20, 2018",Maryland,902
"May 27, 2018",Maryland,863
"June 3, 2018",Maryland,989
"June 10, 2018",Maryland,866
"June 17, 2018",Maryland,875
"June 24, 2018",Maryland,951
"July 1, 2018",Maryland,957
"July 8, 2018",Maryland,900
"July 15, 2018",Maryland,933
"July 22, 2018",Maryland,866
"July 29, 2018",Maryland,943
"August 5, 2018",Maryland,865
"August 12, 2018",Maryland,903
"August 19, 2018",Maryland,875
"August 26, 2018",Maryland,907
"September 2, 2018",Maryland,878
"September 9, 2018",Maryland,873
"September 16, 2018",Maryland,909
"September 23, 2018",Maryland,886
"September 30, 2018",Maryland,962
"October 7, 2018",Maryland,901
"October 14, 2018",Maryland,982
"October 21, 2018",Maryland,980
"October 28, 2018",Maryland,1023
"November 4, 2018",Maryland,930
"November 11, 2018",Maryland,963
"November 18, 2018",Maryland,959
"November 25, 2018",Maryland,1004
"December 2, 2018",Maryland,1027
"December 9, 2018",Maryland,1024
"December 16, 2018",Maryland,1105
"December 23, 2018",Maryland,991
"December 30, 2018",Maryland,1043
"January 6, 2019",Maryland,1001
"January 13, 2019",Maryland,983
"January 20, 2019",Maryland,1027
"January 27, 2019",Maryland,1106
"February 3, 2019",Maryland,1062
"February 10, 2019",Maryland,954
"February 17, 2019",Maryland,940
"February 24, 2019",Maryland,1090
"March 3, 2019",Maryland,1033
"March 10, 2019",Maryland,1037
"March 17, 2019",Maryland,1043
"March 24, 2019",Maryland,1024
"March 31, 2019",Maryland,1049
"April 7, 2019",Maryland,998
"April 14, 2019",Maryland,986
"April 21, 2019",Maryland,942
"April 28, 2019",Maryland,1012
"May 5, 2019",Maryland,898
"May 12, 2019",Maryland,932
"May 19, 2019",Maryland,917
"May 26, 2019",Maryland,900
"June 2, 2019",Maryland,889
"June 9, 2019",Maryland,967
"June 16, 2019",Maryland,934
"June 23, 2019",Maryland,920
"June 30, 2019",Maryland,907
"July 7, 2019",Maryland,878
"July 14, 2019",Maryland,956
"July 21, 2019",Maryland,915
"July 28, 2019",Maryland,899
"August 4, 2019",Maryland,930
"August 11, 2019",Maryland,902
"August 18, 2019",Maryland,878
"August 25, 2019",Maryland,916
"September 1, 2019",Maryland,926
"September 8, 2019",Maryland,883
"September 15, 2019",Maryland,906
"September 22, 2019",Maryland,916
"September 29, 2019",Maryland,891
